image,folder_label,prediction,axles,is_correct
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/78cbb800f39547482264de1748600fc3-1_jpg.rf.6fc34e04cbc8cf77a66ed3e2ad60dc83.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/800_jpg.rf.b77eae11c94f5d187e5a46f8cc99d784.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/9041_1413578135698_jpg.rf.14cd5f17f66ac25827a9ae2d86725717.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/999589157_7_jpg.rf.bbcf5a58bb021da260968b1ac3979b8d.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/IMG_20150904_105454_jpg.rf.7ed55b068fda2799dc75292aa2547917.jpg",truck 2,pickup truck,,False
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/Image_013198_jpg.rf.3e9246de32c64111b29ab5b4f61f3347.jpg",truck 2,van,,False
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/Image_013208_jpg.rf.2cf104739962d76597096bb48bc7e8d0.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/Image_013255_jpg.rf.e892cc209c8d0d0461f2df148ea56b7c.jpg",truck 2,pickup truck,,False
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/Image_013270_jpg.rf.955a3909d176edcb979cb9c24651463b.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/Image_013289_jpg.rf.00091a0ca2042de35c73805d5bfda33b.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/Image_013305_jpg.rf.d1b7cfe313973abc19be05fde9db8c49.jpg",truck 2,pickup truck,,False
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/Image_013311_jpg.rf.7453e562a37d60cfeab79ec27af4dc29.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/Image_013330_jpg.rf.f7fb21215c534bfd3f9b75c0b8e62096.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/Image_013331_jpg.rf.12d30a374c357a938f1e2e7306c46f7c.jpg",truck 2,pickup truck,,False
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/Image_013336_jpg.rf.f71f593c1731975a2f0bdff40610a90c.jpg",truck 2,bus,,False
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/Image_013366_jpg.rf.b49ec643497edf417460d859bfde5658.jpg",truck 2,pickup truck,,False
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/Image_013376_jpg.rf.a51e692d0072c1cfc48565189adaa21b.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/Image_013395_jpg.rf.e8d8d368b7203e1a19d5aa6c65382e7a.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/Image_013406_jpg.rf.54e41cc1e39f2f57d1bfdd377dc36727.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/Image_013407_jpg.rf.2a1a073625dafdf63819d705dd984f56.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/Image_013410_jpg.rf.3ccbd165b26a4d866e9d070e0cf4a812.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/Image_013453_jpg.rf.c4ff83dc9d590353b9a87670c02db116.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/Image_013454_jpg.rf.fc666103febf8225cf4f7d3fc557a6e1.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/Image_013462_jpg.rf.066bc1c522b63cdd42934f075d6b178f.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/Image_013497_jpg.rf.93e691fd42d4addae7fac98f05f6f8b0.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/Image_013499_jpg.rf.b01828d395c1f82e554beaf8dbd12119.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/Image_013505_jpg.rf.baba0a6af62e36b1e88da5aaead4b8bb.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/Image_013508_jpg.rf.fe447fd28649e77daeaa7374572318c1.jpg",truck 2,pickup truck,,False
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/Image_013513_jpg.rf.9d4f1744a9b12116b2b6c76f8c8d76e0.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/Image_013517_jpg.rf.ec102da94ffc48a249a2cdb2e20fefba.jpg",truck 2,van,,False
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/Image_013561_jpg.rf.752a0e2d0db2fc1d8faacde45223d3b6.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/Image_013568_jpg.rf.d737be4e77c29e6af8751d08f61660a0.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/Image_013580_jpg.rf.18e286dbd00e5bc1cfe64d18ae0efc72.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/Image_013592_jpg.rf.deda081f4ea7eb46fef5f54a040de4f1.jpg",truck 2,pickup truck,,False
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/Image_013601_jpg.rf.ebf2c636da29a0688b7ade3e2b8b44c1.jpg",truck 2,pickup truck,,False
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/Isuzu-2BGiga-2BFVR-2BS-2BWing-2BBox_jpg.rf.c9f3e0513f86cf19bda6c93051bfc2bc.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/JTFD4025725-1_jpg.rf.81c3c07f9bafabcac679350692ab0500.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/JTW3348940-6_jpg.rf.f865d06a56860f9a6f17422f59eeb784.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/Landscape-Trucks-Mitsubishi-Fuso-FE1_jpg.rf.7dee6ddaf6d1fa866b94bdc05aa176fc.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/Mitsubishi-Fuso-Truck-of-America-600_jpg.rf.8fd4e283351c554d85e6ac223a7c4e46.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/Mitsubishi-Fuso-Truck-of-America_jpg.rf.921969658dba7db6ff44192c559c4382.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/Mitsubishi-Fuso_mp36_pic_105519_jpg.rf.e800b6f50bd011c52e2ca49abf048867.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/Modifikasi-Truk-Canter-2013_jpg.rf.49d28fde27e19e33c51eac36edd1ef81.jpg",truck 2,pickup truck,,False
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/Modifikasi-Truk-Ragasa_jpg.rf.08f06f819039082f5d17f017e9bcccbc.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/ad-assets-2F2020-08-2F1597034527_ctt_jpg.rf.ee64639d41c20f1353cf7e97253d78cd.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/ad-assets-2FJTFD4025185-2FJTFD402518-1_jpg.rf.677dbf56da87a222f2589e6fb462f437.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/bak-truk-modifikasi_jpg.rf.a6fcebcf1c6f82d8ee1456f356466b2b.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/fe-120-ps574_jpg.rf.dfb6f39f6d003b133602c44ae1ec5048.jpg",truck 2,pickup truck,,False
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/harga-colt-diesel-tan-truk-mitsubish_jpg.rf.77191f3189beeb2a7412818fb9ac86c6.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/hqdefault-14_jpg.rf.77b2c9f3555cfad4fe0ea6cda7216b4f.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/image6_jpg.rf.e6b66954704659d6bfc79885a9c600e3.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/maxresdefault-14_jpg.rf.34d795ed25dd5eeff507ca7e37bb7a7f.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/maxresdefault-2_jpg.rf.5276284290452d49903d6523cfbd8e59.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/maxresdefault-9_jpg.rf.a29e72bf6c7f02198514564b976afdcc.jpg",truck 2,pickup truck,,False
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/mitsubishi-canter-339fdca1_jpg.rf.22547d841c0cafea72c6850438e2064d.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/mitsubishi-canter-fe-74-hd-truck-cha_jpg.rf.8167df73f5e5486336f14cf18b4afc9e.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/mitsubishi-fuso-canter-4x4-chassis-t_jpg.rf.b739f66d8b6603c3d6a3da2922822772.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/mitsubishi-fuso-canter-fg-dump-truck_jpg.rf.4b13e6baa822f579fdfdeebe6672373e.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/mitsubishi-fuso-fe-180-182716081529-_jpg.rf.1bba390eb6b6e9a0d94feb9e3ae13b69.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/mitsubishi-fuso-fe140-diesel-16ft-bo_jpg.rf.ca7da57f2abbf95ec268d78d9ed5e3aa.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/mitsubishi-refrigerated-trucks-cante_jpg.rf.a72b30a97b3c676fb5f634440ab9b612.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/modifikasi-2Bbak-2Btruk-2Bcanter_jpg.rf.dac2d8b81b67dd0388c2a7e2c9bb882f.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/sold-20-09-10-0730193a_jpg.rf.77b4e853d5beace90dcefd4288d1762b.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/truk-isuzu-cdd-elf-nk-mobil-isuzu-21_jpg.rf.3fc13870d2b551b3eada91ce49f1902b.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/used-2013-fuso-box-truck-dutchess-co_jpg.rf.e905d946cee253fe8e3c598519dec94c.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/-_png_jpg.rf.28ade6b6a0f13f61a595afed3cfb06a1.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/-prototype-tri-axle-enviro500-dd34-converted-to-open-top-bus-in-2021-2JKBMD5.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/07ea2d901ee2106d3d1fb4d0565bc24d_medium.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/1-1.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/145_jpg.rf.330009f416a7d23fda302449eba738e6.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/1682252169859_jpg.rf.dffed6a469f45d9954601677137b7e70.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/1682252170381_jpg.rf.a286f51f09b1fdfd410216a70ec913a0.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/1682252170732_jpg.rf.2d7b23ff5d6836423e34da3f8b9a3f3a.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/1682252170748_jpg.rf.fcdd0e5dd0d6b0c270fab5596f231678.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/1993-Leyland-Olympian-triaxle-in-France-United-Kingdom_8252_3659409937254.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/20190318_134316.jpg",bus 3,coach,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/2023-11-2020a20Archway20Volvo20B8L20AC73WAY.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/220px-Weavaway_OU05_AVY_Feb_2007_Nearside.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/23653974518_c83e8dabd1_b.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/25.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/2caa0724f5.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/3150965-scaled.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/432idx.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/49538310943_1a51a789c6_b.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/50593496078_6c2f363e84_b.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/51736303117_26256bc297_b.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/53486308149_f48ee1d8d5_z.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/53_jpg.rf.3a3f3879b9147997d17ea4f4e81e5169.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/6107977b02ff3.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/69568_0.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/8583859782_1acb91fc87_b.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/8_Hong_Kong_tri-axle_28CMB_ML642C_DV_4883292C_Wellington_Arch2C_26_June_2011.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/ADL-Singapore-4-500x333.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/Alexander-Dennis-Enviro500EV-Charge-2-500x334.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/Barnes-Irizar-April-2024-1280x640.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/GBV-3-Axle-SLF-City-Bus.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/GBV-Double-Decker-Bus-1.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/GTe14-twitter-1024x576-1.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/GTe14-with-CMS-1-1.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/H1810bdf1fa9a4b3ea9916460541d7decZ.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/Leyland2.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/Lothian-IMG_0074-RICHARD-WALTER1.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/Mo_9521.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/TA1-LX18DGF.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/Tri-Axle-exterior-1560x900.jpg",bus 3,coach,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/Volvo-B8L-MCV-test-drive-1.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/Yutong-GTe14-details-released.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/_tri-axle_28KMB_3BL642C_DH_5054292C_2012_Slough_26_Windsor_running_day_28129.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/a-national-expess-three-axle-coach-rounds-hyde-park-corner-on-its-C2HRNC.jpg",bus 3,coach,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/banner-cruiser-3-axle-mobile-optimized.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/byd-adl-enviro200ev-xlb-1.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/c6bc0da7c76067956e47d5fb8b65fcbc.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/cj8qp3b8ifb71.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/hq720.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/hq7202.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/hq7203.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/image.jpeg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/image10.jpeg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/image12.jpeg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/image14.jpeg",bus 3,coach,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/image15.jpeg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/image16.jpeg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/image21.jpeg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/image22.jpeg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/image23.jpeg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/image25.jpeg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/image27.jpeg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/image28.jpeg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/image29.jpeg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/image3.jpeg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/image31.jpeg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/image33.jpeg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/image37.jpeg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/image39.jpeg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/image4.jpeg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/image41.jpeg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/image43.jpeg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/image44.jpeg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/image46.jpeg",bus 3,coach,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/image47.jpeg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/image49.jpeg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/image51.jpeg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/image53.jpeg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/image55.jpeg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/image57.jpeg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/image59.jpeg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/image60.jpeg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/img_15-2_3.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/img_8-1_29.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/le_bus_of_KVG_Ribnitz2C_Busbahnhof_Zingst._Sept_2010_-_Flickr_-_sludgegulper.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/maxresdefault2.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/modern-three-axle-bus-isolated-on-white-background-H4NJ6P.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/ntnk3ybbcgza1.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/oxf76ir6008_1000x413.jpg",bus 3,coach,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/ri-axle_28Citybus_1342C_ER_6587292C_Ryde_bus_station2C_31_October_2010_28129.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/ri-axle_28Citybus_1342C_ER_6587292C_Ryde_bus_station2C_31_October_2010_28329.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/ri-axle_28Citybus_1622C_ET_1746292C_Ryde_bus_station2C_31_October_2010_28529.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/s674346216273917466_p1268_i1_w2913.jpeg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/saransk-russia-october-19-2019-260nw-1545766028.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/thumb_202008271701078902.jpg",bus 3,coach,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/thumb_202008271711385974.JPG.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/thumb_202008271711451755.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/bus 3/thumb_202008271711458787.jpg",bus 3,bus,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/1345-2_jpg.rf.9963d6e8e51c3a7f77c9be40ce38c9a0.jpg",truck 3,pickup truck,,False
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/156_jpg.rf.4b7a31e8bc72f8e2d08f39e46a5f0d24.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/157_jpg.rf.3fe78584ad212a1140a3053f2bbcdb13.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/162_jpg.rf.4beddfa8fd190749e63be58c9a868e40.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/164_jpg.rf.166bcacef610ba0ad6197f9498a8118c.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/165_jpg.rf.0a6d8c9e33bab77bf8be134e5163fac2.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/168_jpg.rf.b1d0eda068bad3e6bab9666338064e5a.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/180_jpg.rf.1b62f08c4290a3f5c8ede63a5ce27219.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/185_jpg.rf.42016fc67b883cb6c1236c017bb748dd.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/195_jpg.rf.3998da66af556367d5ee9803b7d74085.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/196_jpg.rf.6acc86d0834a348b71f9df2095752cea.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/198_jpg.rf.0f456e2eced121a7ddb389fca671a926.jpg",truck 3,truck,,True
